date,base_temperature,base_precip_mm,base_wind_kmh,base_gust_kmh,base_new_snow_cm,base_cloud_pct,top_temperature,top_precip_mm,top_wind_kmh,top_gust_kmh,top_new_snow_cm,top_cloud_pct,avg_temp_c,wind_max_kmh,new_snow_cm,sky_clear_ratio,hist_snow_factor,hist_temp_factor,hist_wind_factor,hist_sun_factor,hist_ski_score,hist_ski_label,hist_penalty_snow,hist_penalty_temp,hist_penalty_wind,hist_penalty_sun,hist_main_penalty_reason
2021-12-01,-2.1791666666666667,0.0,9.7,43.6,0.0,12.0,-4.5625,0.0,12.6,76.0,0.0,11.416666666666666,-3.3708333333333336,12.6,0.0,0.8829166666666667,0.0,0.8370833333333334,0.748,0.8327380952380954,40.0,Meh,0.5,0.041,0.038,0.017,No recent snowfall
2021-12-02,-3.8874999999999997,11.2,22.2,76.0,7.7,99.625,-8.775,11.0,18.2,100.8,7.63,100.0,-6.33125,22.2,7.665,0.00187499999999996,0.7665,1.0,0.556,0.0,72.0,Epic,0.117,0.0,0.067,0.1,Low snowfall + low visibility
2021-12-03,-4.2875000000000005,0.0,11.4,38.2,0.0,8.375,-7.166666666666667,0.0,15.5,76.0,0.0,8.333333333333334,-5.727083333333334,15.5,0.0,0.9164583333333334,0.0,1.0,0.69,0.880654761904762,44.0,Meh,0.5,0.0,0.047,0.012,No recent snowfall
2021-12-04,0.8916666666666666,0.0,10.2,30.2,0.0,19.125,-2.35,0.0,14.3,64.4,0.0,17.0,-0.7291666666666667,14.3,0.0,0.819375,0.0,0.5729166666666667,0.714,0.7419642857142856,32.0,Meh,0.5,0.107,0.043,0.026,No recent snowfall
2021-12-05,-3.2416666666666667,0.0,15.2,53.3,0.0,20.958333333333332,-6.258333333333333,0.0,19.4,100.4,0.0,19.0,-4.75,19.4,0.0,0.8002083333333334,0.0,0.975,0.6120000000000001,0.7145833333333335,41.0,Meh,0.5,0.006,0.058,0.029,No recent snowfall
2021-12-06,1.0,0.0,8.3,37.8,0.0,5.166666666666667,-3.7375000000000003,0.0,13.8,86.4,0.0,5.583333333333333,-1.3687500000000001,13.8,0.0,0.94625,0.0,0.6368750000000001,0.724,0.9232142857142858,36.0,Meh,0.5,0.091,0.041,0.008,No recent snowfall
2021-12-07,3.533333333333333,0.0,14.3,57.2,0.0,6.291666666666667,-0.12916666666666662,0.0,11.9,75.2,0.0,3.375,1.7020833333333334,14.3,0.0,0.9516666666666667,0.0,0.3297916666666667,0.714,0.930952380952381,28.0,Bad,0.5,0.168,0.043,0.007,No recent snowfall + mild temperatures
2021-12-08,-1.1333333333333333,6.1000000000000005,27.8,90.0,0.9800000000000001,91.5,-6.4875,5.1000000000000005,23.1,118.1,3.22,87.95833333333333,-3.810416666666667,27.8,2.1,0.1027083333333334,0.21000000000000002,0.8810416666666667,0.44399999999999995,0.0,39.0,Meh,0.395,0.03,0.083,0.1,Low snowfall + low visibility
2021-12-09,-1.2583333333333333,0.1,16.3,61.2,0.07,77.20833333333333,-6.0125,0.1,19.2,103.3,0.07,79.25,-3.635416666666667,19.2,0.07,0.2177083333333334,0.007000000000000001,0.8635416666666667,0.616,0.0,31.0,Meh,0.496,0.034,0.058,0.1,No recent snowfall
2021-12-10,0.9249999999999999,0.0,13.9,45.7,0.0,77.08333333333333,-1.7166666666666668,0.0,14.7,83.5,0.0,81.83333333333333,-0.3958333333333334,14.7,0.0,0.2054166666666667,0.0,0.5395833333333333,0.706,0.0,24.0,Bad,0.5,0.115,0.044,0.1,No recent snowfall
2021-12-11,4.083333333333333,0.0,13.9,40.0,0.0,13.0,-0.34166666666666673,0.0,17.3,72.0,0.0,15.125,1.8708333333333331,17.3,0.0,0.859375,0.0,0.3129166666666666,0.6539999999999999,0.7991071428571428,26.0,Bad,0.5,0.172,0.052,0.02,No recent snowfall + mild temperatures
2021-12-12,5.675,0.0,9.5,24.5,0.0,2.2083333333333335,0.012500000000000011,0.0,10.6,36.7,0.0,0.75,2.84375,10.6,0.0,0.9852083333333334,0.0,0.21562499999999996,0.788,0.9788690476190478,27.0,Bad,0.5,0.196,0.032,0.002,No recent snowfall + mild temperatures
2021-12-13,4.116666666666666,0.0,5.6,26.6,0.0,0.0,-0.20000000000000004,0.0,10.2,49.0,0.0,0.0,1.958333333333333,10.2,0.0,1.0,0.0,0.3041666666666667,0.796,1.0,30.0,Meh,0.5,0.174,0.031,0.0,No recent snowfall + mild temperatures
2021-12-14,3.154166666666667,0.0,11.0,44.3,0.0,0.0,-0.1958333333333333,0.0,12.7,67.0,0.0,0.0,1.4791666666666667,12.7,0.0,1.0,0.0,0.3520833333333333,0.746,1.0,30.0,Meh,0.5,0.162,0.038,0.0,No recent snowfall + mild temperatures
2021-12-15,2.1,0.0,11.7,44.3,0.0,43.833333333333336,-0.41250000000000003,0.0,12.5,67.0,0.0,40.791666666666664,0.84375,12.5,0.0,0.576875,0.0,0.415625,0.75,0.3955357142857144,26.0,Bad,0.5,0.146,0.038,0.06,No recent snowfall + marginal cold
2021-12-16,0.25416666666666665,0.0,9.3,42.8,0.0,27.375,-3.1750000000000003,0.0,15.9,72.4,0.0,22.666666666666668,-1.4604166666666667,15.9,0.0,0.7497916666666666,0.0,0.6460416666666666,0.6819999999999999,0.6425595238095239,33.0,Meh,0.5,0.088,0.048,0.036,No recent snowfall
2021-12-17,0.19166666666666665,0.30000000000000004,10.5,45.4,0.21000000000000002,27.083333333333332,-3.975,0.8,16.0,76.0,0.6300000000000001,25.666666666666668,-1.8916666666666666,16.0,0.42000000000000004,0.7362500000000001,0.042,0.6891666666666667,0.6799999999999999,0.6232142857142858,36.0,Meh,0.479,0.078,0.048,0.038,Very low snowfall
2021-12-18,-0.15416666666666665,0.2,5.4,25.2,0.14,68.45833333333333,-4.520833333333333,0.0,9.5,39.6,0.0,52.125,-2.3375,9.5,0.07,0.39708333333333334,0.007000000000000001,0.73375,0.81,0.13869047619047623,32.0,Meh,0.496,0.067,0.028,0.086,No recent snowfall
2021-12-19,1.175,0.0,12.1,37.4,0.0,42.916666666666664,-3.2916666666666665,0.0,10.7,47.2,0.0,46.625,-1.0583333333333331,12.1,0.0,0.5522916666666667,0.0,0.6058333333333333,0.758,0.36041666666666683,30.0,Meh,0.5,0.099,0.036,0.064,No recent snowfall
2021-12-20,3.5833333333333335,1.6,16.9,60.8,0.28,84.08333333333333,-2.1458333333333335,2.0,16.6,67.0,0.28,87.79166666666667,0.71875,16.9,0.28,0.140625,0.028000000000000004,0.428125,0.662,0.0,22.0,Bad,0.486,0.143,0.051,0.1,Very low snowfall + marginal cold
2021-12-21,3.6166666666666667,4.4,14.9,52.6,0.35,99.58333333333333,-1.4749999999999999,2.2,11.8,62.6,0.14,99.66666666666667,1.0708333333333333,14.9,0.245,0.003750000000000031,0.0245,0.3929166666666667,0.702,0.0,22.0,Bad,0.488,0.152,0.045,0.1,Very low snowfall + mild temperatures
2021-12-22,2.2958333333333334,3.7,9.4,43.6,0.7,90.58333333333333,-2.6625,4.0,10.5,60.8,2.0300000000000002,97.625,-0.18333333333333335,10.5,1.3650000000000002,0.058958333333333446,0.1365,0.5183333333333333,0.79,0.0,32.0,Meh,0.432,0.12,0.031,0.1,Very low snowfall + marginal cold
2021-12-23,1.9541666666666666,4.6,7.6,38.9,0.07,54.916666666666664,-2.6916666666666664,4.8,7.1,55.8,0.42,54.625,-0.3687499999999999,7.6,0.245,0.45229166666666676,0.0245,0.536875,0.848,0.21755952380952398,30.0,Meh,0.488,0.116,0.023,0.078,Very low snowfall
2021-12-24,2.4541666666666666,10.9,14.6,57.6,2.3800000000000003,96.125,-3.0666666666666664,14.1,12.1,68.0,7.35,96.83333333333333,-0.3062499999999999,14.6,4.865,0.0352083333333334,0.48650000000000004,0.530625,0.708,0.0,48.0,Meh,0.257,0.117,0.044,0.1,Low snowfall + marginal cold
2021-12-25,1.3083333333333333,12.200000000000001,24.2,79.6,3.3600000000000003,92.54166666666667,-4.533333333333333,18.3,15.8,87.1,10.22,92.41666666666667,-1.6124999999999998,24.2,6.790000000000001,0.07520833333333332,0.679,0.66125,0.516,0.0,58.0,Good,0.16,0.085,0.073,0.1,Low snowfall + low visibility
2021-12-26,3.0583333333333336,0.8999999999999999,21.1,65.9,0.0,97.625,-2.2291666666666665,1.0,12.4,77.8,0.0,97.375,0.4145833333333335,21.1,0.0,0.025000000000000022,0.0,0.4585416666666666,0.578,0.0,20.0,Bad,0.5,0.135,0.063,0.1,No recent snowfall + marginal cold
2021-12-27,4.170833333333333,2.5,23.7,77.4,0.0,78.83333333333333,-1.4791666666666667,2.4,13.8,92.9,0.0,71.625,1.3458333333333332,23.7,0.0,0.24770833333333342,0.0,0.3654166666666667,0.526,0.0,17.0,Bad,0.5,0.159,0.071,0.1,No recent snowfall + mild temperatures
2021-12-28,6.404166666666666,0.0,9.5,40.3,0.0,23.0,2.3666666666666667,0.0,11.2,61.6,0.0,16.916666666666668,4.385416666666666,11.2,0.0,0.8004166666666667,0.0,0.06145833333333339,0.776,0.7148809523809525,20.0,Bad,0.5,0.235,0.034,0.029,No recent snowfall + warm conditions
2021-12-29,11.808333333333332,0.0,7.0,25.2,0.0,5.291666666666667,7.9750000000000005,0.0,9.1,40.0,0.0,4.541666666666667,9.891666666666666,9.1,0.0,0.9508333333333333,0.0,0.0,0.8180000000000001,0.9297619047619049,22.0,Bad,0.5,0.25,0.027,0.007,No recent snowfall + warm conditions
2021-12-30,9.520833333333334,0.0,6.6,27.7,0.0,0.0,4.458333333333333,0.0,9.5,43.6,0.0,0.0,6.989583333333334,9.5,0.0,1.0,0.0,0.0,0.81,1.0,22.0,Bad,0.5,0.25,0.028,0.0,No recent snowfall + warm conditions
2021-12-31,6.183333333333334,0.0,5.8,27.7,0.0,0.25,4.05,0.0,5.5,29.9,0.0,0.7916666666666666,5.116666666666667,5.8,0.0,0.9947916666666666,0.0,0.0,0.884,0.992559523809524,23.0,Bad,0.5,0.25,0.017,0.001,No recent snowfall + warm conditions
2022-01-01,9.808333333333334,0.0,5.0,23.8,0.0,0.041666666666666664,5.720833333333334,0.0,7.2,34.9,0.0,0.041666666666666664,7.764583333333334,7.2,0.0,0.9995833333333334,0.0,0.0,0.856,0.9994047619047621,23.0,Bad,0.5,0.25,0.022,0.0,No recent snowfall + warm conditions
2022-01-02,8.070833333333333,0.0,7.2,21.6,0.0,21.791666666666668,5.2625,0.0,5.4,26.3,0.0,16.208333333333332,6.666666666666666,7.2,0.0,0.81,0.0,0.0,0.856,0.7285714285714286,20.0,Bad,0.5,0.25,0.022,0.027,No recent snowfall + warm conditions
2022-01-03,7.766666666666667,0.0,7.2,21.2,0.0,0.16666666666666666,4.3500000000000005,0.0,4.7,24.8,0.0,0.375,6.058333333333334,7.2,0.0,0.9972916666666667,0.0,0.0,0.856,0.9961309523809524,23.0,Bad,0.5,0.25,0.022,0.0,No recent snowfall + warm conditions
2022-01-04,3.1125000000000003,3.1,24.5,88.2,1.6800000000000002,38.375,0.8333333333333334,2.7,25.2,112.0,1.82,37.625,1.9729166666666669,25.2,1.75,0.62,0.175,0.30270833333333336,0.496,0.4571428571428572,28.0,Bad,0.412,0.174,0.076,0.054,Very low snowfall + mild temperatures
2022-01-05,-3.170833333333334,0.5,22.3,75.6,0.35000000000000003,51.791666666666664,-8.391666666666667,0.4,23.7,113.8,0.28,50.0,-5.781250000000001,23.7,0.31500000000000006,0.4910416666666667,0.03150000000000001,1.0,0.526,0.27291666666666675,37.0,Meh,0.484,0.0,0.071,0.073,Very low snowfall
2022-01-06,-2.5625,10.4,17.0,62.3,7.28,49.625,-7.191666666666666,9.4,14.8,83.9,6.58,46.541666666666664,-4.877083333333333,17.0,6.93,0.5191666666666668,0.693,0.9877083333333333,0.6599999999999999,0.3130952380952383,72.0,Epic,0.154,0.003,0.051,0.069,Low snowfall + low visibility
2022-01-07,-1.4416666666666667,0.0,12.1,35.3,0.0,4.458333333333333,-5.208333333333333,0.0,13.4,56.9,0.0,1.875,-3.3249999999999997,13.4,0.0,0.9683333333333334,0.0,0.8325,0.732,0.954761904761905,41.0,Meh,0.5,0.042,0.04,0.005,No recent snowfall
2022-01-08,1.3708333333333333,0.0,8.8,29.9,0.0,29.291666666666668,-2.8375,0.0,12.1,56.5,0.0,30.166666666666668,-0.7333333333333333,12.1,0.0,0.7027083333333333,0.0,0.5733333333333334,0.758,0.575297619047619,31.0,Meh,0.5,0.107,0.036,0.042,No recent snowfall
2022-01-09,3.516666666666667,0.0,10.5,36.7,0.0,37.291666666666664,-2.8125,0.0,18.3,78.1,0.0,44.125,0.3520833333333335,18.3,0.0,0.5929166666666668,0.0,0.4647916666666666,0.634,0.41845238095238113,25.0,Bad,0.5,0.134,0.055,0.058,No recent snowfall + marginal cold
2022-01-10,3.7458333333333336,0.0,11.4,30.2,0.0,30.041666666666668,-0.5333333333333333,0.0,14.9,63.4,0.0,21.0,1.6062500000000002,14.9,0.0,0.7447916666666666,0.0,0.339375,0.702,0.6354166666666666,25.0,Bad,0.5,0.165,0.045,0.036,No recent snowfall + mild temperatures
2022-01-11,1.3916666666666666,0.0,12.1,31.7,0.0,18.708333333333332,-1.8875,0.0,9.4,38.5,0.0,26.875,-0.24791666666666667,12.1,0.0,0.7720833333333333,0.0,0.5247916666666667,0.758,0.674404761904762,31.0,Meh,0.5,0.119,0.036,0.033,No recent snowfall
2022-01-12,-0.875,0.1,12.0,31.0,0.07,25.208333333333332,-5.375,0.1,8.9,38.2,0.07,49.541666666666664,-3.125,12.0,0.07,0.62625,0.007000000000000001,0.8125,0.76,0.4660714285714286,37.0,Meh,0.496,0.047,0.036,0.053,No recent snowfall
2022-01-13,-3.3541666666666665,0.2,8.5,34.6,0.14,22.708333333333332,-7.379166666666666,0.0,9.8,39.2,0.0,9.083333333333334,-5.366666666666666,9.8,0.07,0.8410416666666667,0.007000000000000001,1.0,0.804,0.7729166666666667,45.0,Meh,0.496,0.0,0.029,0.023,No recent snowfall
2022-01-14,-3.3166666666666664,0.7,10.2,25.6,0.49,31.041666666666668,-7.558333333333334,0.0,10.5,46.4,0.0,41.041666666666664,-5.4375,10.5,0.245,0.6395833333333334,0.0245,1.0,0.79,0.4851190476190477,43.0,Meh,0.488,0.0,0.031,0.051,Very low snowfall
2022-01-15,-2.558333333333333,0.0,10.0,28.4,0.0,3.1666666666666665,-7.083333333333333,0.0,8.0,31.7,0.0,6.041666666666667,-4.820833333333333,10.0,0.0,0.9539583333333334,0.0,0.9820833333333333,0.8,0.9342261904761907,46.0,Meh,0.5,0.004,0.03,0.007,No recent snowfall
2022-01-16,-0.26249999999999996,0.0,9.4,23.8,0.0,1.25,-4.320833333333334,0.0,8.1,32.0,0.0,1.5833333333333333,-2.291666666666667,9.4,0.0,0.9858333333333333,0.0,0.7291666666666667,0.812,0.9797619047619047,40.0,Meh,0.5,0.068,0.028,0.002,No recent snowfall
2022-01-17,2.8208333333333333,0.0,6.9,19.8,0.0,0.125,-1.4583333333333333,0.0,7.9,27.0,0.0,0.20833333333333334,0.68125,7.9,0.0,0.9983333333333333,0.0,0.431875,0.842,0.9976190476190475,33.0,Meh,0.5,0.142,0.024,0.0,No recent snowfall + marginal cold
2022-01-18,4.583333333333333,0.0,6.6,20.9,0.0,5.833333333333333,1.3458333333333332,0.0,6.0,25.2,0.0,4.833333333333333,2.964583333333333,6.6,0.0,0.9466666666666667,0.0,0.20354166666666662,0.868,0.923809523809524,27.0,Bad,0.5,0.199,0.02,0.008,No recent snowfall + mild temperatures
2022-01-19,4.079166666666667,0.0,7.2,21.2,0.0,2.0,0.8833333333333333,0.0,7.2,27.0,0.0,2.5833333333333335,2.48125,7.2,0.0,0.9770833333333333,0.0,0.25187499999999996,0.856,0.9672619047619048,29.0,Bad,0.5,0.187,0.022,0.003,No recent snowfall + mild temperatures
2022-01-20,1.5708333333333335,0.0,13.0,33.8,0.0,1.9583333333333333,-2.6999999999999997,0.0,9.1,41.8,0.0,1.9583333333333333,-0.5645833333333331,13.0,0.0,0.9804166666666667,0.0,0.5564583333333333,0.74,0.9720238095238096,35.0,Meh,0.5,0.111,0.039,0.003,No recent snowfall
2022-01-21,-1.6666666666666667,0.0,9.8,27.0,0.0,0.08333333333333333,-6.6125,0.0,8.6,41.0,0.0,0.0,-4.139583333333333,9.8,0.0,0.9995833333333334,0.0,0.9139583333333333,0.804,0.9994047619047621,45.0,Meh,0.5,0.022,0.029,0.0,No recent snowfall
2022-01-22,-0.09583333333333331,0.0,12.0,28.1,0.0,14.708333333333334,-3.9791666666666665,0.0,6.6,27.0,0.0,7.75,-2.0375,12.0,0.0,0.8877083333333333,0.0,0.70375,0.76,0.8395833333333333,37.0,Meh,0.5,0.074,0.036,0.016,No recent snowfall
2022-01-23,2.4125,0.0,12.6,37.1,0.0,18.25,-1.8624999999999998,0.7000000000000001,9.4,49.7,0.49000000000000005,21.166666666666668,0.27500000000000013,12.6,0.24500000000000002,0.8029166666666666,0.0245,0.4724999999999999,0.748,0.7184523809523811,31.0,Meh,0.488,0.132,0.038,0.028,Very low snowfall + marginal cold
2022-01-24,0.9500000000000001,0.5,11.4,26.3,0.35000000000000003,37.75,-4.029166666666667,2.1,8.0,38.2,1.47,53.041666666666664,-1.5395833333333333,11.4,0.91,0.5460416666666668,0.091,0.6539583333333333,0.772,0.35148809523809543,36.0,Meh,0.454,0.087,0.034,0.065,Very low snowfall
2022-01-25,-1.575,0.5,10.8,36.7,0.35,61.833333333333336,-5.533333333333334,0.0,7.6,49.3,0.0,65.79166666666667,-3.554166666666667,10.8,0.175,0.36187499999999995,0.017499999999999998,0.8554166666666667,0.784,0.08839285714285709,35.0,Meh,0.491,0.036,0.032,0.091,Very low snowfall
2022-01-26,-1.0291666666666666,7.9,9.3,48.6,5.53,100.0,-5.7375,12.2,14.1,82.8,8.54,100.0,-3.3833333333333333,14.1,7.035,0.0,0.7035,0.8383333333333334,0.718,0.0,67.0,Good,0.148,0.04,0.042,0.1,Low snowfall + low visibility
2022-01-27,-1.7625,3.9,11.2,48.6,2.73,91.70833333333333,-6.729166666666667,4.3,13.0,71.3,3.08,94.95833333333333,-4.245833333333334,13.0,2.9050000000000002,0.06666666666666676,0.29050000000000004,0.9245833333333333,0.74,0.0,49.0,Meh,0.355,0.019,0.039,0.1,Low snowfall + low visibility
2022-01-28,-3.2125,0.0,8.4,29.5,0.0,55.75,-5.283333333333333,0.2,10.6,47.5,0.14,58.583333333333336,-4.247916666666667,10.6,0.07,0.42833333333333323,0.007000000000000001,0.9247916666666667,0.788,0.1833333333333332,37.0,Meh,0.496,0.019,0.032,0.082,No recent snowfall
2022-01-29,-2.0,0.0,8.0,31.7,0.0,0.0,-4.066666666666666,0.0,10.1,54.7,0.0,0.0,-3.033333333333333,10.1,0.0,1.0,0.0,0.8033333333333333,0.798,1.0,42.0,Meh,0.5,0.049,0.03,0.0,No recent snowfall
2022-01-30,1.1875,0.0,9.0,33.8,0.0,10.791666666666666,-2.5625,0.0,10.9,55.8,0.0,11.041666666666666,-0.6875,10.9,0.0,0.8908333333333334,0.0,0.56875,0.782,0.844047619047619,34.0,Meh,0.5,0.108,0.033,0.016,No recent snowfall
2022-01-31,2.1041666666666665,0.0,12.7,31.3,0.0,3.625,-3.6291666666666664,0.0,13.7,54.0,0.0,3.0833333333333335,-0.7625,13.7,0.0,0.9664583333333333,0.0,0.57625,0.726,0.9520833333333335,35.0,Meh,0.5,0.106,0.041,0.005,No recent snowfall
2022-02-01,2.7541666666666664,0.0,10.1,36.4,0.0,0.0,-0.5458333333333334,0.0,12.1,56.2,0.0,0.0,1.1041666666666665,12.1,0.0,1.0,0.0,0.3895833333333334,0.758,1.0,31.0,Meh,0.5,0.153,0.036,0.0,No recent snowfall + mild temperatures
2022-02-02,7.129166666666666,0.0,8.4,36.4,0.0,0.0,4.133333333333334,0.0,10.9,55.1,0.0,0.0,5.63125,10.9,0.0,1.0,0.0,0.0,0.782,1.0,22.0,Bad,0.5,0.25,0.033,0.0,No recent snowfall + warm conditions
2022-02-03,6.25,0.0,8.9,32.8,0.0,71.95833333333333,2.716666666666667,0.0,8.2,46.4,0.0,71.25,4.483333333333333,8.9,0.0,0.2839583333333334,0.0,0.05166666666666653,0.822,0.0,14.0,Bad,0.5,0.237,0.027,0.1,No recent snowfall + warm conditions
2022-02-04,4.591666666666667,1.6,11.7,37.1,0.07,66.91666666666667,2.5791666666666666,0.7000000000000001,9.4,44.6,0.14,65.95833333333333,3.5854166666666667,11.7,0.10500000000000001,0.33562499999999995,0.0105,0.14145833333333324,0.766,0.050892857142857094,16.0,Bad,0.495,0.215,0.035,0.095,Very low snowfall + warm conditions
2022-02-05,2.8833333333333333,0.4,11.2,29.2,0.0,95.75,-2.5875,2.3000000000000003,10.2,49.3,1.12,94.875,0.1479166666666667,11.2,0.56,0.046875,0.05600000000000001,0.48520833333333324,0.776,0.0,27.0,Bad,0.472,0.129,0.034,0.1,Very low snowfall + marginal cold
2022-02-06,0.8708333333333332,2.8,12.6,27.7,0.9099999999999999,66.20833333333333,-4.154166666666667,4.7,9.1,32.8,3.29,97.29166666666667,-1.6416666666666668,12.6,2.1,0.1825,0.21000000000000002,0.6641666666666667,0.748,0.0,38.0,Meh,0.395,0.084,0.038,0.1,Low snowfall + low visibility
2022-02-07,0.8416666666666667,0.0,11.8,36.7,0.0,3.625,-2.8958333333333335,0.0,8.7,38.5,0.0,6.083333333333333,-1.0270833333333333,11.8,0.0,0.9514583333333333,0.0,0.6027083333333334,0.764,0.9306547619047618,36.0,Meh,0.5,0.099,0.035,0.007,No recent snowfall
2022-02-08,3.6916666666666664,0.0,12.3,27.4,0.0,0.16666666666666666,-0.29583333333333334,0.0,6.5,33.1,0.0,0.0,1.6979166666666665,12.3,0.0,0.9991666666666666,0.0,0.33020833333333344,0.754,0.9988095238095239,30.0,Meh,0.5,0.167,0.037,0.0,No recent snowfall + mild temperatures
2022-02-09,4.345833333333333,0.0,10.4,24.5,0.0,0.16666666666666666,-0.4291666666666667,0.0,9.4,28.1,0.0,2.8333333333333335,1.9583333333333333,10.4,0.0,0.985,0.0,0.3041666666666667,0.792,0.9785714285714288,29.0,Bad,0.5,0.174,0.031,0.002,No recent snowfall + mild temperatures
2022-02-10,3.3958333333333335,0.0,12.3,29.5,0.0,11.833333333333334,-0.9874999999999999,0.0,10.1,37.4,0.0,11.875,1.2041666666666668,12.3,0.0,0.8814583333333333,0.0,0.3795833333333334,0.754,0.8306547619047621,29.0,Bad,0.5,0.155,0.037,0.017,No recent snowfall + mild temperatures
2022-02-11,1.0583333333333333,0.0,17.7,49.7,0.0,52.125,-2.525,0.1,13.0,63.0,0.07,62.541666666666664,-0.7333333333333333,17.7,0.035,0.42666666666666675,0.0035000000000000005,0.5733333333333334,0.646,0.1809523809523811,26.0,Bad,0.498,0.107,0.053,0.082,No recent snowfall
2022-02-12,1.5125,0.7,10.9,31.0,0.49,35.291666666666664,-3.733333333333333,4.2,9.3,45.7,3.01,53.541666666666664,-1.1104166666666666,10.9,1.75,0.5558333333333334,0.175,0.6110416666666667,0.782,0.3654761904761906,39.0,Meh,0.412,0.097,0.033,0.063,Very low snowfall
2022-02-13,-0.1208333333333333,0.5,15.2,46.8,0.35000000000000003,52.416666666666664,-4.2124999999999995,1.6,11.9,43.9,1.12,64.45833333333333,-2.1666666666666665,15.2,0.7350000000000001,0.415625,0.07350000000000001,0.7166666666666667,0.696,0.16517857142857148,34.0,Meh,0.463,0.071,0.046,0.083,Very low snowfall
2022-02-14,-0.9458333333333333,0.4,15.9,53.6,0.21000000000000002,58.25,-6.3,0.1,13.7,67.7,0.07,60.708333333333336,-3.622916666666667,15.9,0.14,0.4052083333333333,0.014000000000000002,0.8622916666666667,0.6819999999999999,0.15029761904761899,34.0,Meh,0.493,0.034,0.048,0.085,Very low snowfall
2022-02-15,-0.8875000000000001,0.0,12.1,30.2,0.0,27.083333333333332,-5.0249999999999995,0.0,11.4,46.1,0.0,22.041666666666668,-2.95625,12.1,0.0,0.754375,0.0,0.795625,0.758,0.649107142857143,38.0,Meh,0.5,0.051,0.036,0.035,No recent snowfall
2022-02-16,1.5166666666666666,0.0,11.3,29.9,0.0,74.33333333333333,-0.7166666666666667,0.0,9.6,52.9,0.0,76.29166666666667,0.39999999999999997,11.3,0.0,0.24687499999999996,0.0,0.45999999999999996,0.774,0.0,23.0,Bad,0.5,0.135,0.034,0.1,No recent snowfall + marginal cold
2022-02-17,7.8999999999999995,0.0,11.9,34.2,0.0,28.791666666666668,4.7124999999999995,0.0,10.2,54.4,0.0,31.791666666666668,6.3062499999999995,11.9,0.0,0.6970833333333333,0.0,0.0,0.762,0.5672619047619047,17.0,Bad,0.5,0.25,0.036,0.043,No recent snowfall + warm conditions
2022-02-18,7.1499999999999995,0.0,11.2,31.7,0.0,13.291666666666666,3.016666666666667,0.0,8.0,40.7,0.0,13.833333333333334,5.083333333333333,11.2,0.0,0.864375,0.0,0.0,0.776,0.8062500000000001,20.0,Bad,0.5,0.25,0.034,0.019,No recent snowfall + warm conditions
2022-02-19,2.658333333333333,2.0,8.6,23.8,0.98,92.83333333333333,-1.7416666666666665,2.0,8.8,41.8,1.4,92.83333333333333,0.45833333333333337,8.8,1.19,0.07166666666666677,0.119,0.4541666666666667,0.824,0.0,30.0,Meh,0.44,0.136,0.026,0.1,Very low snowfall + marginal cold
2022-02-20,1.9458333333333335,0.6,13.7,31.3,0.28,58.708333333333336,-2.8125,0.5,10.4,39.2,0.35,77.875,-0.43333333333333324,13.7,0.315,0.3170833333333333,0.0315,0.5433333333333333,0.726,0.024404761904761835,26.0,Bad,0.484,0.114,0.041,0.098,Very low snowfall
2022-02-21,3.0708333333333333,0.0,12.6,31.0,0.0,17.458333333333332,-0.6666666666666666,0.0,9.0,36.0,0.0,24.125,1.2020833333333334,12.6,0.0,0.7920833333333334,0.0,0.37979166666666664,0.748,0.7029761904761905,28.0,Bad,0.5,0.155,0.038,0.03,No recent snowfall + mild temperatures
2022-02-22,5.7625,0.0,11.0,25.9,0.0,0.20833333333333334,2.1750000000000003,0.0,8.3,29.9,0.0,0.0,3.96875,11.0,0.0,0.9989583333333333,0.0,0.10312500000000002,0.78,0.9985119047619049,24.0,Bad,0.5,0.224,0.033,0.0,No recent snowfall + warm conditions
2022-02-23,7.341666666666666,0.0,10.7,29.9,0.0,65.54166666666667,3.1625,0.0,8.4,45.0,0.0,69.375,5.252083333333333,10.7,0.0,0.3254166666666666,0.0,0.0,0.786,0.0363095238095237,12.0,Bad,0.5,0.25,0.032,0.096,No recent snowfall + warm conditions
2022-02-24,6.154166666666666,13.799999999999999,12.7,50.8,3.08,71.95833333333333,1.8291666666666666,9.3,15.0,66.2,2.9400000000000004,72.25,3.9916666666666663,15.0,3.0100000000000002,0.2789583333333334,0.30100000000000005,0.10083333333333333,0.7,0.0,28.0,Bad,0.35,0.225,0.045,0.1,Low snowfall + warm conditions
2022-02-25,3.1,7.8,10.0,40.0,2.52,92.58333333333333,-1.6541666666666668,5.9,9.8,57.6,2.8,96.5,0.7229166666666667,10.0,2.66,0.05458333333333343,0.266,0.42770833333333336,0.8,0.0,36.0,Meh,0.367,0.143,0.03,0.1,Low snowfall + marginal cold
2022-02-26,3.0541666666666667,8.1,12.4,46.8,2.1,66.41666666666667,-1.2708333333333333,2.5,13.2,70.2,0.56,83.58333333333333,0.8916666666666667,13.2,1.33,0.25,0.133,0.4108333333333334,0.736,0.0,28.0,Bad,0.434,0.147,0.04,0.1,Very low snowfall + marginal cold
